slug,title,asset_count,evidence_terms,representative_assets,reason_not_promoted,owner_decision,owner_notes
artifact,Artifact Coloring Pages,5,artifact,fantasy__fantasy-artifact-eldritch-heart__c3cd631039; fantasy__fantasy-artifact-moon-orb__08f413f4d4; fantasy__fantasy-artifact-runic-orb__bdbcebcfa8; fantasy__fantasy-artifact-storm-core__c0c2145699; fantasy__fantasy-artifact-sun-orb__ee546213e3,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
audi,Audi Coloring Pages,5,audi,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-audi__fafb7125ac; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-e-tron-ev__22a6df7097; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-e-tron-ev-car__2a773e18e0; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-r8__209ad97c54; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-r8-car__9a715ebaa5,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
axe,Axe Coloring Pages,5,axe,chibi__chibi-dungeon-dwarf-warrior-with-axe__1f0a4e3c62; chibi__chibi-dungeon-swinging-axe-trap__34bc752de9; fantasy__fantasy-barbarian-battle-axe__c420be4f88; fantasy__fantasy-berserker-frost-axe__2e7ce9f5ca; midieval__midieval-fantasy-battle-axe__465171f911,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
baby-kangaroo-joey,Baby Kangaroo Joey Coloring Pages,5,baby kangaroo joey,chibi__chibi-plushie-baby-kangaroo-joey__74e2f66bcf; holiday__holiday-birthday-celebration-plushie-baby-kangaroo-joey-family__eec8a13ba3; holiday__holiday-christmas-plushie-baby-kangaroo-joey-family__2936137b39; holiday__holiday-halloween-costume-plushie-baby-kangaroo-joey-family__6f9b1745a9; mandala-geometry-patterns__mandala-geometry-patterns-plushie-baby-kangaroo-joey__b4f0b6f270,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
baked,Baked Coloring Pages,5,baked,mandala-geometry-patterns__mandala-geometry-patterns-bakery-freshly-baked-baguettes__164ab8519b; mandala-geometry-patterns__mandala-geometry-patterns-bakery-freshly-baked-croissants__ebe8e05b48; mandala-geometry-patterns__mandala-geometry-patterns-bakery-market-stall-with-baked-goods__522c6a9342; mandala-geometry-patterns__mandala-geometry-patterns-bakery-oven-with-baked-goods__09aae6fcd7; mandala-geometry-patterns__mandala-geometry-patterns-sushi-baked-scallop-roll__e74e82c71d,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
bald,Bald Coloring Pages,5,bald,birds__birds-bald-eagle__78120718e1; birds__birds-bald-eagle-flying__f56d024672; birds__birds-bald-eagle-taking-flight__c6a7fe5797; mandala-geometry-patterns__mandala-geometry-patterns-bald-eagle__cd94a6a15f; mandala-geometry-patterns__mandala-geometry-patterns-bald-eagle-face-patterns__74e6423cc2,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
bald-eagle,Bald Eagle Coloring Pages,5,bald eagle,birds__birds-bald-eagle__78120718e1; birds__birds-bald-eagle-flying__f56d024672; birds__birds-bald-eagle-taking-flight__c6a7fe5797; mandala-geometry-patterns__mandala-geometry-patterns-bald-eagle__cd94a6a15f; mandala-geometry-patterns__mandala-geometry-patterns-bald-eagle-face-patterns__74e6423cc2,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
ball,Ball Coloring Pages,5,ball,anime-girls__anime-girl-energy-ball-attack-leviathan-battle-shounin__d0a627c243; anime-girls__anime-girl-shadow-ball__585112cb58; insects__insects-dung-beetle-rolling-ball__c5d2278e9c; mandala-geometry-patterns__mandala-geometry-patterns-dogs-jack-russell-terrier-playing-ball__3fadf1db18; mandala-geometry-patterns__mandala-geometry-patterns-sushi-rice-ball-onigiri__22db35c3cd,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
birthday-cake,Birthday Cake Coloring Pages,5,birthday cake,anime-girls__anime-girl-birthday-cake__a75fa3e263; anime-girls__anime-girl-celetbrating-birthday-cake__3e754f4081; holiday__holiday-birthday-cake-with-candles__fa85526c3e; holiday__holiday-birthday-dog-with-birthday-cake__7fabf79cbe; mandala-geometry-patterns__mandala-geometry-patterns-bakery-birthday-cake__63baabceb3,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
black-cat,Black Cat Coloring Pages,5,black cat,chibi__chibi-holiday-halloween-black-cat-peeking-out-of-pumpkin-coloring-page__c47ea723e5; chibi__chibi-holiday-halloween-black-cat-sitting-on-fence-under-moon-coloring-p__81d2ff4c89; chibi__chibi-holiday-halloween-mummy-running-away-from-black-cat-coloring-page__3d6746f90b; chibi__chibi-holiday-halloween-witch-with-black-cat-on-shoulder-coloring-page__09368c189e; holiday__holiday-halloween-black-cat-sitting-on-fence-under-moon-coloring-page__108e733c60,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
board,Board Coloring Pages,5,board,anime-girls__anime-girl-triceratops-hoodie-plushie-playing-board-games__a41606b4c0; mandala-geometry-patterns__mandala-geometry-patterns-bakery-bread-slicing-board__09d11226d0; mandala-geometry-patterns__mandala-geometry-patterns-bakery-cutting-board-with-dough__b2b847f8d9; mandala-geometry-patterns__mandala-geometry-patterns-sushi-cutting-board-and-knife-roll-tuna__b5387b0667; mandala-geometry-patterns__mandala-geometry-patterns-sushi-wooden-sushi-board__f48cec98d7,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
boeing,Boeing Coloring Pages,5,boeing,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-boeing-314-clipper__ffae415f98; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-boeing-737__3a9bc7e95e; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-boeing-747__a3e4ae5dae; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-boeing-747-flying__b9979ee4a9; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-boeing-b-52-stratofortresse__56b1079986,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
bone,Bone Coloring Pages,5,bone,anime-girls__anime-girl-summoning-bone-dragon__25525e8031; anime-girls__anime-girl-summoning-bone-dragon-plushies__ac4b8bc72d; fantasy__fantasy-necromancer-bone-army__e092d00779; fantasy__fantasy-sorcerer-bone-familiar__bffd3c9e50; fantasy__fantasy-sorcerer-summon-bone-familiar__168c8e4c5a,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
border-collie,Border Collie Coloring Pages,5,border collie,chibi__chibi-animals-pets-dogs-border-collie__d66dc03111; dogs__dogs-border-collie__901304e7d9; dogs__dogs-border-collie-playing__ff795b9bb4; holiday__holiday-christmas-dogs-border-collie__2c2410c8e7; mandala-geometry-patterns__mandala-geometry-patterns-dogs-border-collie__211cb87a10,Evidence is below the minimum promotion threshold.,,
bugatti,Bugatti Coloring Pages,5,bugatti,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-bugatti-chiron__a667624af7; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-bolide__fe9ba774da; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-divo__d481440818; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-veyron__a00ced3e35; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-veyrone__c9dc4d6832,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
bull-terrier,Bull Terrier Coloring Pages,5,bull terrier,chibi__chibi-animals-pets-dogs-staffordshire-bull-terrier__7b8d7a0b1f; dogs__dogs-bull-terrier__fedf3a0c2d; dogs__dogs-staffordshire-bull-terrier__2e64ac1b6d; mandala-geometry-patterns__mandala-geometry-patterns-dogs-bull-terrier__7e4c708355; mandala-geometry-patterns__mandala-geometry-patterns-dogs-staffordshire-bull-terrier__c3e8a444ce,Evidence is below the minimum promotion threshold.,,
butterfly-insects,Butterfly Insects Coloring Pages,5,butterfly insects,insects__insects-butterfly__08f243899d; insects__insects-monarch-butterfly__9d324206d0; insects__insects-painted-lady-butterfly__9c359ad5bd; insects__insects-red-admiral-butterfly__c29c16d8ed; mandala-geometry-patterns__mandala-geometry-patterns-plushie-butterfly-insects__5e70a62d34,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
cake-mandala,Cake Mandala Coloring Pages,5,cake mandala,mandala-geometry-patterns__mandala-geometry-patterns-bakery-birthday-cake__63baabceb3; mandala-geometry-patterns__mandala-geometry-patterns-bakery-bundt-cake__84aca9e8c9; mandala-geometry-patterns__mandala-geometry-patterns-bakery-layer-cake__6691186ef2; mandala-geometry-patterns__mandala-geometry-patterns-bakery-slice-of-cake__54241513cf; mandala-geometry-patterns__mandala-geometry-patterns-bakery-wedding-cake__f6db51bfb8,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
cake-mandala-geometry,Cake Mandala Geometry Coloring Pages,5,cake mandala geometry,mandala-geometry-patterns__mandala-geometry-patterns-bakery-birthday-cake__63baabceb3; mandala-geometry-patterns__mandala-geometry-patterns-bakery-bundt-cake__84aca9e8c9; mandala-geometry-patterns__mandala-geometry-patterns-bakery-layer-cake__6691186ef2; mandala-geometry-patterns__mandala-geometry-patterns-bakery-slice-of-cake__54241513cf; mandala-geometry-patterns__mandala-geometry-patterns-bakery-wedding-cake__f6db51bfb8,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
calathea,Calathea Coloring Pages,5,calathea,indoor-plants__indoor-plants-calathea-lancifolia-rattlesnake__12aa3ee236; indoor-plants__indoor-plants-calathea-makoyana-peacock__2475a01006; indoor-plants__indoor-plants-calathea-medallion__ccaba41b3a; indoor-plants__indoor-plants-calathea-ornata__31d40379db; indoor-plants__indoor-plants-calathea-warscewiczii__5cb5965a2d,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
calla,Calla Coloring Pages,5,calla,chibi__chibi-flowers-calla-lily__94920a8fca; chibi__chibi-flowers-calla-lily-kawaii__82a3b3f4e3; chibi__chibi-flowers-kawaii-calla-lily__748201306b; flowers__flowers-calla-lily__c2b3044292; mandala-geometry-patterns__mandala-geometry-patterns-flowers-calla-lily__ab773dc0f6,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
calla-lily,Calla Lily Coloring Pages,5,calla lily,chibi__chibi-flowers-calla-lily__94920a8fca; chibi__chibi-flowers-calla-lily-kawaii__82a3b3f4e3; chibi__chibi-flowers-kawaii-calla-lily__748201306b; flowers__flowers-calla-lily__c2b3044292; mandala-geometry-patterns__mandala-geometry-patterns-flowers-calla-lily__ab773dc0f6,Evidence is below the minimum promotion threshold.,,
car-audi,Car Audi Coloring Pages,5,car audi,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-audi__fafb7125ac; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-e-tron-ev__22a6df7097; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-e-tron-ev-car__2a773e18e0; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-r8__209ad97c54; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-audi-r8-car__9a715ebaa5,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
car-bugatti,Car Bugatti Coloring Pages,5,car bugatti,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-bugatti-chiron__a667624af7; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-bolide__fe9ba774da; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-divo__d481440818; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-veyron__a00ced3e35; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-bugatti-veyrone__c9dc4d6832,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
car-mclaren,Car Mclaren Coloring Pages,5,car mclaren,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-mclaren__cc497412df; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mclaren-720s__b60a8c9155; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mclaren-720se__b9de426da2; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mclaren-p1__565581bb7c; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mclaren-p1e__7e537aacdf,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
car-mercedes,Car Mercedes Coloring Pages,5,car mercedes,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-mercedes-benz__a46615f208; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mercedes-amg-gt__50dd298d03; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mercedes-amg-gt-car__fc1bca60fa; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mercedes-g-class-g-wagon__d4024dfe85; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-mercedes-gle-coupe__fb04317309,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
character-holiday,Character Holiday Coloring Pages,5,character holiday,holiday__holiday-birthday-celebration-plushie-heart-character-family__66b0634b05; holiday__holiday-christmas-plushie-heart-character-family__3e9710595e; holiday__holiday-christmas-plushie-moon-character-family__8aea10185f; holiday__holiday-halloween-costume-plushie-heart-character-family__9e562826e6; holiday__holiday-halloween-costume-plushie-moon-character-family__064b7f8670,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
cherry-blossom,Cherry Blossom Coloring Pages,5,cherry blossom,flowers__flowers-cherry-blossom__1cbc68b504; mandala-geometry-patterns__mandala-geometry-patterns-japan-cherry-blossom-festival__a8c1e3cec3; mandala-geometry-patterns__mandala-geometry-patterns-japan-cherry-blossom-park__b13d44b517; mandala-geometry-patterns__mandala-geometry-patterns-japan-cherry-blossom-park-mandala-mascot__7fd35519ca; mandala-geometry-patterns__mandala-geometry-patterns-japan-cherry-blossom-tree__0b993cddf8,Evidence is below the minimum promotion threshold.,,
christmas-plushie-sea,Christmas Plushie Sea Coloring Pages,5,christmas plushie sea,holiday__holiday-christmas-plushie-sea-anemone-family__ec8bff6ea9; holiday__holiday-christmas-plushie-sea-lion-family__0401e3c147; holiday__holiday-christmas-plushie-sea-otter-family__837be3080f; holiday__holiday-christmas-plushie-sea-turtle-family__fcfbe6d439; holiday__holiday-christmas-plushie-sea-urchin-family__1df5fef643,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
christmas-winter,Christmas Winter Coloring Pages,5,christmas winter,christmas__holiday-christmas-winter-cabin-in-woods-with-smoke-in-chimney-coloring-p__7458ad600d; christmas__holiday-christmas-winter-ice-skating-rink-in-village-square-coloring-pag__2314a178ce; christmas__holiday-christmas-winter-kids-sledding-down-hill-in-park-coloring-page__661f3b44b5; christmas__holiday-christmas-winter-log-cabin-with-glowing-windows-coloring-page__325a202b5a; christmas__holiday-christmas-winter-night-sky-with-northern-lights-coloring-page__cbe38b131a,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
